token,n,logprob
printers,20.0,-8.054951361320402
acquires,9.0,-8.853459057538174
transfer,126.0,-6.214401727922915
39,24.0,-7.872629804526448
cared,8.0,-8.971242093194558
maryann,10.0,-8.748098541880347
849,6.0,-9.25892416564634
www.vmbvoom.com,12.0,-8.565776985086394
harmful,8.0,-8.971242093194558
noticing,10.0,-8.748098541880347
clases,11.0,-8.652788362076024
skincare,42.0,-7.313014016591025
sleeping,21.0,-8.006161197150972
stretching,8.0,-8.971242093194558
expenses,368.0,-5.142600696705463
mastro,15.0,-8.342633433772184
leaky,6.0,-9.25892416564634
site,2980.0,-3.0510050553749437
insure,29.0,-7.68338780488792
valuation,53.0,-7.080391721322272
sounded,14.0,-8.411626305259135
federal,188.0,-5.814241672044445
combination,95.0,-6.4968067432738525
westchester,9.0,-8.853459057538174
"25,27,28,29",7.0,-9.10477348581908
eurotravel,12.0,-8.565776985086394
referencing,8.0,-8.971242093194558
3a,10.0,-8.748098541880347
airlines,13.0,-8.485734277412858
errand,25.0,-7.831807810006193
cliche,9.0,-8.853459057538174
370,8.0,-8.971242093194558
hindered,14.0,-8.411626305259135
ogawa,12.0,-8.565776985086394
utm_medium,12.0,-8.565776985086394
action,476.0,-4.885265780642974
assignments,59.0,-6.9731461909686745
elephant,14.0,-8.411626305259135
sylvester,6.0,-9.25892416564634
inches,6.0,-9.25892416564634
socios,10.0,-8.748098541880347
unable,196.0,-5.7725689756438765
giunta,20.0,-8.054951361320402
constructed,11.0,-8.652788362076024
upstart,18.0,-8.160311876978229
simultaneous,17.0,-8.217470290818177
cali,7.0,-9.10477348581908
locating,86.0,-6.596336338620886
financed,14.0,-8.411626305259135
promotional,93.0,-6.518084141721138
jeanette,7.0,-9.10477348581908
sixpence,7.0,-9.10477348581908
levine,10.0,-8.748098541880347
babies,37.0,-7.439765722230169
mina,38.0,-7.413097475148008
represents,27.0,-7.754846768870065
coast.i,6.0,-9.25892416564634
hyman,9.0,-8.853459057538174
agregado,10.0,-8.748098541880347
mouth,258.0,-5.497724049952776
incorporation,55.0,-7.043350449641923
wb0307b17,9.0,-8.853459057538174
lawsuits,10.0,-8.748098541880347
linkedin,1022.0,-4.121166864110744
irony,8.0,-8.971242093194558
responding,630.0,-4.604963815488816
risks,109.0,-6.35933575264525
blanche,6.0,-9.25892416564634
revenue,929.0,-4.216574896060555
2400,53.0,-7.080391721322272
708,15.0,-8.342633433772184
sewn,6.0,-9.25892416564634
marketability,15.0,-8.342633433772184
vancouver,25.0,-7.831807810006193
minority,41.0,-7.337111568170086
throughput,6.0,-9.25892416564634
absent,15.0,-8.342633433772184
agatha,9.0,-8.853459057538174
month's,11.0,-8.652788362076024
janos,6.0,-9.25892416564634
prevention,36.0,-7.467164696418283
ukti,9.0,-8.853459057538174
maki,10.0,-8.748098541880347
nurturing,19.0,-8.106244655707954
cuando,61.0,-6.939809770701083
enters,7.0,-9.10477348581908
questionnaires,14.0,-8.411626305259135
adjustments,31.0,-7.616696430389248
attendees,31.0,-7.616696430389248
beginnings,12.0,-8.565776985086394
beneficial,315.0,-5.298110996048761
conveyed,14.0,-8.411626305259135
explore,331.0,-5.248565259497331
chantel,12.0,-8.565776985086394
durban,6.0,-9.25892416564634
ruiz,13.0,-8.485734277412858
shalom,7.0,-9.10477348581908
misty,24.0,-7.872629804526448
simonson,10.0,-8.748098541880347
fore,10.0,-8.748098541880347
intermediate,9.0,-8.853459057538174
692,9.0,-8.853459057538174
reposition,7.0,-9.10477348581908
airplane,6.0,-9.25892416564634
forwards,8.0,-8.971242093194558
monetization,29.0,-7.68338780488792
11pm,14.0,-8.411626305259135
seller,112.0,-6.332184763579299
ceased,6.0,-9.25892416564634
europe,211.0,-5.6988255013983276
narrowing,40.0,-7.3618041807604575
makers,63.0,-6.907548908482861
grow,2484.0,-3.2330581918210246
merci,42.0,-7.313014016591025
rblythe,9.0,-8.853459057538174
colleges,98.0,-6.465716156203822
mitchell,14.0,-8.411626305259135
revision,10.0,-8.748098541880347
grinding,7.0,-9.10477348581908
inventories,8.0,-8.971242093194558
617,43.0,-7.289483519180831
disconnect,18.0,-8.160311876978229
russo,7.0,-9.10477348581908
dani,12.0,-8.565776985086394
ajay,11.0,-8.652788362076024
dfw,6.0,-9.25892416564634
responsible,124.0,-6.230402069269357
timer,9.0,-8.853459057538174
polishing,12.0,-8.565776985086394
bharath,20.0,-8.054951361320402
recovering,21.0,-8.006161197150972
experimentation,6.0,-9.25892416564634
coal,14.0,-8.411626305259135
veces,13.0,-8.485734277412858
locally,254.0,-5.513349367855858
technicalities,10.0,-8.748098541880347
symon,42.0,-7.313014016591025
possibilities,115.0,-6.305751506511144
nellouze,11.0,-8.652788362076024
espanol,11.0,-8.652788362076024
wm24h,13.0,-8.485734277412858
popolwuj.org,6.0,-9.25892416564634
ms.taylor,6.0,-9.25892416564634
recieving,7.0,-9.10477348581908
birmingham,13.0,-8.485734277412858
7700,16.0,-8.278094912634613
ethnic,31.0,-7.616696430389248
kat,39.0,-7.387121988744747
involved,670.0,-4.543405922489382
jayrkms,10.0,-8.748098541880347
benning,7.0,-9.10477348581908
bo,9.0,-8.853459057538174
securities,11.0,-8.652788362076024
clientes,51.0,-7.118858002150068
workings,11.0,-8.652788362076024
suppliers,216.0,-5.675405227190229
15784238,21.0,-8.006161197150972
isabelle,6.0,-9.25892416564634
albany,30.0,-7.649486253212238
madison,11.0,-8.652788362076024
barrlending.com,8.0,-8.971242093194558
sos,9.0,-8.853459057538174
alost,7.0,-9.10477348581908
usp,71.0,-6.788003757833079
elevate,36.0,-7.467164696418283
cierta,6.0,-9.25892416564634
harvardx,6.0,-9.25892416564634
relocating,19.0,-8.106244655707954
"12,000,000",6.0,-9.25892416564634
kimberly,42.0,-7.313014016591025
rendering,14.0,-8.411626305259135
cumbersome,11.0,-8.652788362076024
56,15.0,-8.342633433772184
bang,14.0,-8.411626305259135
beds,7.0,-9.10477348581908
handbook,14.0,-8.411626305259135
sharae,9.0,-8.853459057538174
chair,18.0,-8.160311876978229
increasing,194.0,-5.782825475811066
elena,34.0,-7.524323110258233
utilities.html,9.0,-8.853459057538174
rethinking,6.0,-9.25892416564634
shutting,14.0,-8.411626305259135
anticipation,43.0,-7.289483519180831
outlook.fr,24.0,-7.872629804526448
javascript,14.0,-8.411626305259135
corazón,7.0,-9.10477348581908
primera,18.0,-8.160311876978229
reduces,26.0,-7.792587096852912
condo,16.0,-8.278094912634613
deborah,39.0,-7.387121988744747
admired,13.0,-8.485734277412858
plain,42.0,-7.313014016591025
specialises,16.0,-8.278094912634613
collective,19.0,-8.106244655707954
nc,30.0,-7.649486253212238
acquisition,224.0,-5.639037583019354
prescription,8.0,-8.971242093194558
animals,48.0,-7.179482623966503
mullins,7.0,-9.10477348581908
fictitious,6.0,-9.25892416564634
"15,000",29.0,-7.68338780488792
tus,96.0,-6.486335443406557
aggressively,54.0,-7.06169958831012
roads,14.0,-8.411626305259135
iwuaba,7.0,-9.10477348581908
fliers,23.0,-7.9151894189452445
2.00,8.0,-8.971242093194558
mortgaging,10.0,-8.748098541880347
reunirnos,6.0,-9.25892416564634
words,632.0,-4.6017942407275365
personnel,107.0,-6.3778548004124875
compliment,68.0,-6.831175929698287
shila,10.0,-8.748098541880347
fox,18.0,-8.160311876978229
respiratory,6.0,-9.25892416564634
yuliana,6.0,-9.25892416564634
vary,62.0,-6.9235492498293025
almanac,13.0,-8.485734277412858
7arte.eu,7.0,-9.10477348581908
yacht,9.0,-8.853459057538174
cracking,6.0,-9.25892416564634
440,11.0,-8.652788362076024
sundarbans,10.0,-8.748098541880347
crmsolution,7.0,-9.10477348581908
kristy,10.0,-8.748098541880347
jokes,15.0,-8.342633433772184
sorts,60.0,-6.956339072652293
espinosa,9.0,-8.853459057538174
iceland,7.0,-9.10477348581908
homecare,10.0,-8.748098541880347
park,85.0,-6.6080323783840775
smbs,8.0,-8.971242093194558
commercialize,13.0,-8.485734277412858
overcrowded,6.0,-9.25892416564634
charismatic,6.0,-9.25892416564634
taste,55.0,-7.043350449641923
rahim,7.0,-9.10477348581908
prepare,311.0,-5.310890722695159
scarce,9.0,-8.853459057538174
peruvian,6.0,-9.25892416564634
aquiring,6.0,-9.25892416564634
12noon,7.0,-9.10477348581908
tweaks,17.0,-8.217470290818177
305,25.0,-7.831807810006193
ayurvedic,11.0,-8.652788362076024
wasting,68.0,-6.831175929698287
impacting,24.0,-7.872629804526448
heineken,11.0,-8.652788362076024
pressured,19.0,-8.106244655707954
____,7.0,-9.10477348581908
conocimientos,17.0,-8.217470290818177
trivial,7.0,-9.10477348581908
bro,8.0,-8.971242093194558
flex,8.0,-8.971242093194558
satori,40.0,-7.3618041807604575
djs,7.0,-9.10477348581908
crave,15.0,-8.342633433772184
backwards,14.0,-8.411626305259135
threshold,25.0,-7.831807810006193
carpenter,20.0,-8.054951361320402
sketching,8.0,-8.971242093194558
804,22.0,-7.959641181516078
libros,6.0,-9.25892416564634
medicinal,11.0,-8.652788362076024
gerald,10.0,-8.748098541880347
printed,84.0,-6.61986683603108
ismail,15.0,-8.342633433772184
elizondo,6.0,-9.25892416564634
depuis,8.0,-8.971242093194558
downturn,6.0,-9.25892416564634
avísame,8.0,-8.971242093194558
energía,6.0,-9.25892416564634
deducted,8.0,-8.971242093194558
distributors,149.0,-6.046737328928935
fiercewomen,7.0,-9.10477348581908
tier,18.0,-8.160311876978229
notices,9.0,-8.853459057538174
balaji,8.0,-8.971242093194558
reo,7.0,-9.10477348581908
tapping,22.0,-7.959641181516078
455,8.0,-8.971242093194558
mazor,8.0,-8.971242093194558
xero,15.0,-8.342633433772184
roadblock,17.0,-8.217470290818177
fashioned,11.0,-8.652788362076024
concerned,167.0,-5.932689822457639
constitute,7.0,-9.10477348581908
matched,19.0,-8.106244655707954
nuestros,11.0,-8.652788362076024
russian,18.0,-8.160311876978229
matheus,9.0,-8.853459057538174
limitations,44.0,-7.266494000956133
convo,21.0,-8.006161197150972
motto,31.0,-7.616696430389248
cds,7.0,-9.10477348581908
ghirardelli,18.0,-8.160311876978229
proyecto,121.0,-6.254893089277653
franchise,230.0,-5.612604325951199
spiritual,49.0,-7.158863336763767
bizplanpros.com,14.0,-8.411626305259135
467,8.0,-8.971242093194558
ofrecer,25.0,-7.831807810006193
developer,298.0,-5.35359014836899
ghasemi,6.0,-9.25892416564634
grit,7.0,-9.10477348581908
thomson,7.0,-9.10477348581908
safest,8.0,-8.971242093194558
81,8.0,-8.971242093194558
relaciones,6.0,-9.25892416564634
simplest,12.0,-8.565776985086394
tongue,18.0,-8.160311876978229
diabetes,26.0,-7.792587096852912
disappointed,31.0,-7.616696430389248
bakery,62.0,-6.9235492498293025
donal,25.0,-7.831807810006193
imaging,13.0,-8.485734277412858
hustler,15.0,-8.342633433772184
speeches,15.0,-8.342633433772184
britain,17.0,-8.217470290818177
lists,89.0,-6.562047265142254
determining,97.0,-6.475972656371011
unisex,7.0,-9.10477348581908
advocate,59.0,-6.9731461909686745
teenager,15.0,-8.342633433772184
chartered,42.0,-7.313014016591025
avoir,16.0,-8.278094912634613
curate,8.0,-8.971242093194558
gratification,8.0,-8.971242093194558
ajm,7.0,-9.10477348581908
eq,10.0,-8.748098541880347
backpack,8.0,-8.971242093194558
team's,11.0,-8.652788362076024
mature,66.0,-6.861028892847968
abel,27.0,-7.754846768870065
viewpoint,14.0,-8.411626305259135
fist,7.0,-9.10477348581908
utilised,9.0,-8.853459057538174
sustentable,9.0,-8.853459057538174
attachment,47.0,-7.200536033164335
appointment,313.0,-5.30448044433424
océano,8.0,-8.971242093194558
ranking,77.0,-6.70687821302071
notes,142.0,-6.094856577273133
thier,12.0,-8.565776985086394
probar,6.0,-9.25892416564634
sara,102.0,-6.425710821590123
annual,165.0,-5.944738160973813
224.307.4591,16.0,-8.278094912634613
única,7.0,-9.10477348581908
questionnaire,77.0,-6.70687821302071
coaching,920.0,-4.226309964831308
esperando,9.0,-8.853459057538174
incubator,52.0,-7.099439916292966
plentiful,6.0,-9.25892416564634
messed,20.0,-8.054951361320402
bond,26.0,-7.792587096852912
berlyn,7.0,-9.10477348581908
travels,47.0,-7.200536033164335
britta,12.0,-8.565776985086394
perfume,12.0,-8.565776985086394
introvert,17.0,-8.217470290818177
affair,6.0,-9.25892416564634
confidant,7.0,-9.10477348581908
consumers,228.0,-5.621338005919953
achievement,37.0,-7.439765722230169
preferences,28.0,-7.71847912469919
monetizing,33.0,-7.5541760734079135
chief,102.0,-6.425710821590123
jc,9.0,-8.853459057538174
habit,44.0,-7.266494000956133
lean,198.0,-5.762416604179859
trigger,24.0,-7.872629804526448
toyota,12.0,-8.565776985086394
labor's,21.0,-8.006161197150972
21b1418,10.0,-8.748098541880347
opposed,84.0,-6.61986683603108
evaluating,76.0,-6.719950294588062
student's,8.0,-8.971242093194558
straughn,10.0,-8.748098541880347
minimizing,24.0,-7.872629804526448
mentor.i,11.0,-8.652788362076024
mass,103.0,-6.415954646644758
vez,45.0,-7.244021145104074
lenten,9.0,-8.853459057538174
etc.and,27.0,-7.754846768870065
escribo,15.0,-8.342633433772184
comb,6.0,-9.25892416564634
photos,170.0,-5.914885197824132
greg,272.0,-5.4448815685783964
agendas,9.0,-8.853459057538174
fairness,55.0,-7.043350449641923
hangouts,259.0,-5.493855573174856
instincts,20.0,-8.054951361320402
transitioned,26.0,-7.792587096852912
unsecured,14.0,-8.411626305259135
flexibility,97.0,-6.475972656371011
arthur,9.0,-8.853459057538174
bottles,33.0,-7.5541760734079135
calculations,34.0,-7.524323110258233
lovely,144.0,-6.0808703352983935
seating,12.0,-8.565776985086394
abuse,86.0,-6.596336338620886
wanda,33.0,-7.5541760734079135
actions,138.0,-6.123429949717189
declandogblog,6.0,-9.25892416564634
jolie,7.0,-9.10477348581908
boils,8.0,-8.971242093194558
monday's,9.0,-8.853459057538174
initiate,76.0,-6.719950294588062
regrets,6.0,-9.25892416564634
fluent,25.0,-7.831807810006193
fault,22.0,-7.959641181516078
technolgy,8.0,-8.971242093194558
men's,42.0,-7.313014016591025
sheer,19.0,-8.106244655707954
lookin,6.0,-9.25892416564634
forstenzer,6.0,-9.25892416564634
significant,228.0,-5.621338005919953
ran,195.0,-5.777684076310647
resign,10.0,-8.748098541880347
vedcd2013,8.0,-8.971242093194558
visionary,38.0,-7.413097475148008
1.4,7.0,-9.10477348581908
female,150.0,-6.040048340778138
enterprenurs,6.0,-9.25892416564634
3k,28.0,-7.71847912469919
love,5673.0,-2.4072102775478266
twork,6.0,-9.25892416564634
doers,6.0,-9.25892416564634
carlos,55.0,-7.043350449641923
females,31.0,-7.616696430389248
induction,10.0,-8.748098541880347
hacerte,6.0,-9.25892416564634
expertise,2964.0,-3.0563886484584164
localisation,16.0,-8.278094912634613
moringa,8.0,-8.971242093194558
portray,15.0,-8.342633433772184
hablo,12.0,-8.565776985086394
juntas,6.0,-9.25892416564634
winging,11.0,-8.652788362076024
alberto,10.0,-8.748098541880347
nipping,9.0,-8.853459057538174
mentores,14.0,-8.411626305259135
beliefs,30.0,-7.649486253212238
raheem,15.0,-8.342633433772184
agencia,8.0,-8.971242093194558
factories,42.0,-7.313014016591025
canadian,55.0,-7.043350449641923
carolina,117.0,-6.288509700076638
boundaries,35.0,-7.49533557338498
liquor,75.0,-6.733195521338083
442,36.0,-7.467164696418283
ranch,9.0,-8.853459057538174
cost,1463.0,-3.7624392338542694
angels,30.0,-7.649486253212238
días,46.0,-7.222042238385299
michael,803.0,-4.362328920927633
darya,9.0,-8.853459057538174
pertusi,6.0,-9.25892416564634
repetitive,12.0,-8.565776985086394
blockchain,20.0,-8.054951361320402
scammers,6.0,-9.25892416564634
honestly,305.0,-5.330371858266982
ideas,3257.0,-2.96212182959816
muchas,105.0,-6.39672328471687
income,988.0,-4.155000937126526
frenzy,6.0,-9.25892416564634
291,19.0,-8.106244655707954
joel,87.0,-6.58477551621981
bikes,30.0,-7.649486253212238
deliver,337.0,-5.230600704522032
wipe,11.0,-8.652788362076024
dr.ali.bokhari,9.0,-8.853459057538174
instances,10.0,-8.748098541880347
metaphor,9.0,-8.853459057538174
practice,437.0,-4.970750439778803
1.2,9.0,-8.853459057538174
reactive,8.0,-8.971242093194558
blogging,102.0,-6.425710821590123
novice,37.0,-7.439765722230169
corson,13.0,-8.485734277412858
adhere,11.0,-8.652788362076024
hump,20.0,-8.054951361320402
sparked,17.0,-8.217470290818177
reporta,8.0,-8.971242093194558
6000,14.0,-8.411626305259135
eres,16.0,-8.278094912634613
patel,53.0,-7.080391721322272
deficiencies,6.0,-9.25892416564634
mimicked,6.0,-9.25892416564634
12.05.16,9.0,-8.853459057538174
splitting,10.0,-8.748098541880347
numero,6.0,-9.25892416564634
edtech,21.0,-8.006161197150972
contracts,388.0,-5.089678295251121
pray,53.0,-7.080391721322272
brandon,120.0,-6.2631918920923475
img,8.0,-8.971242093194558
run,1523.0,-3.722246281979232
thoughtful,48.0,-7.179482623966503
850,13.0,-8.485734277412858
burnt,15.0,-8.342633433772184
screwed,13.0,-8.485734277412858
pt,50.0,-7.138660629446248
simple,743.0,-4.439987590156635
plugging,9.0,-8.853459057538174
1.1,7.0,-9.10477348581908
peculiarities,6.0,-9.25892416564634
toi,7.0,-9.10477348581908
741,9.0,-8.853459057538174
slammed,9.0,-8.853459057538174
millien,6.0,-9.25892416564634
activity,194.0,-5.782825475811066
gears,11.0,-8.652788362076024
1938,19.0,-8.106244655707954
214.336.3398,9.0,-8.853459057538174
bishop,7.0,-9.10477348581908
habiba,19.0,-8.106244655707954
dt,37.0,-7.439765722230169
mintedcreations,7.0,-9.10477348581908
checks,44.0,-7.266494000956133
memories,14.0,-8.411626305259135
hassan,43.0,-7.289483519180831
spot,193.0,-5.787993445969509
penny,121.0,-6.254893089277653
tenemos,36.0,-7.467164696418283
430,19.0,-8.106244655707954
315,43.0,-7.289483519180831
alive,33.0,-7.5541760734079135
cars,116.0,-6.297093443768029
conceptual,28.0,-7.71847912469919
sanaz,18.0,-8.160311876978229
invertir,13.0,-8.485734277412858
anvi,26.0,-7.792587096852912
counter,71.0,-6.788003757833079
optimum,6.0,-9.25892416564634
em,48.0,-7.179482623966503
spells,8.0,-8.971242093194558
flooring,8.0,-8.971242093194558
maurice,91.0,-6.539824128357544
keeper,15.0,-8.342633433772184
honors,8.0,-8.971242093194558
trash,7.0,-9.10477348581908
billable,12.0,-8.565776985086394
promotions,107.0,-6.3778548004124875
projections,266.0,-5.467187326092695
routines,11.0,-8.652788362076024
angie,40.0,-7.3618041807604575
971,10.0,-8.748098541880347
cheng,11.0,-8.652788362076024
1788,9.0,-8.853459057538174
marginally,15.0,-8.342633433772184
austria,13.0,-8.485734277412858
summer,254.0,-5.513349367855858
damien,38.0,-7.413097475148008
www.khhp.org,9.0,-8.853459057538174
grease,16.0,-8.278094912634613
candidate,106.0,-6.387244540762326
country's,26.0,-7.792587096852912
651,54.0,-7.06169958831012
bite,28.0,-7.71847912469919
bout,15.0,-8.342633433772184
807,7.0,-9.10477348581908
affirm,7.0,-9.10477348581908
austin,338.0,-5.227637739391375
clock,30.0,-7.649486253212238
educates,11.0,-8.652788362076024
soft,67.0,-6.845991015483428
www.score.org,32.0,-7.584947732074667
founding,31.0,-7.616696430389248
reciprocate,9.0,-8.853459057538174
disruptive,41.0,-7.337111568170086
chinese,92.0,-6.528895057825354
wordpress,184.0,-5.835747877265408
ivy,31.0,-7.616696430389248
heck,21.0,-8.006161197150972
bureau,19.0,-8.106244655707954
breed,16.0,-8.278094912634613
colocar,6.0,-9.25892416564634
individual,382.0,-5.105263026267819
modest,32.0,-7.584947732074667
disorders,13.0,-8.485734277412858
masrebellion,6.0,-9.25892416564634
insect,10.0,-8.748098541880347
separate,235.0,-5.591098120730235
meat,54.0,-7.06169958831012
vitor,11.0,-8.652788362076024
xanthan,6.0,-9.25892416564634
aforementioned,23.0,-7.9151894189452445
6am,18.0,-8.160311876978229
login,55.0,-7.043350449641923
factors,180.0,-5.857726783984184
manvar,23.0,-7.9151894189452445
sport,36.0,-7.467164696418283
believer,49.0,-7.158863336763767
ideation,26.0,-7.792587096852912
camera,39.0,-7.387121988744747
tuition,23.0,-7.9151894189452445
rubber,13.0,-8.485734277412858
facebook,1489.0,-3.744823602190385
flustered,6.0,-9.25892416564634
